date,temp_max,temp_min,temp_mean,pressure_max,pressure_min,pressure_mean,humidity_max,humidity_min,humidity_mean
2017-01-01,6.0,0.0,3.42857142857143,1024,1014,1018.1428571428571,100,89,96.20408163265306
2017-01-02,2.8,-2.0,-0.21224489795918372,1031,1024,1028.7551020408164,100,73,90.40816326530613
2017-01-03,3.6,-3.2,1.0204081632653061,1030,1022,1026.0,98,72,85.59183673469387
2017-01-04,4.8,-0.8,3.0367346938775515,1031,1021,1025.1020408163265,100,60,81.55102040816327
2017-01-05,3.6,-3.2,-0.4653061224489796,1039,1031,1035.4285714285713,100,63,87.08163265306122
2017-01-06,3.6,-3.6,0.10612244897959122,1039,1032,1036.204081632653,100,81,97.04081632653062
2017-01-07,7.6,3.6,6.097959183673469,1033,1031,1032.265306122449,100,89,98.79591836734694
2017-01-08,9.2,6.0,7.053061224489795,1035,1029,1032.6530612244899,100,70,90.3265306122449
2017-01-09,7.6,1.6,5.518367346938775,1029,1008,1017.0204081632653,100,72,93.3061224489796
2017-01-10,6.8,1.6,4.6204081632653065,1011,1006,1008.6734693877551,100,67,85.91836734693878
2017-01-11,8.8,2.0,5.83673469387755,1012,1003,1008.265306122449,100,49,72.26530612244898
